member_code,year,month,planned_hours,actual_hours,note
M122,2023,11,164,175,
M123,2023,11,,159,
M124,2023,11,177,182,
M125,2023,11,175,158,
M126,2023,11,185,185,
M127,2023,11,182,195,プロジェクトB対応
M128,2023,11,165,159,
M129,2023,11,171,156,
M130,2023,11,172,172,
M131,2023,11,184,192,社内会議
M133,2023,11,187,203,
M134,2023,11,,168,
M135,2023,11,168,188,
M136,2023,11,178,169,
M137,2023,11,169,165,
M138,2023,11,169,184,
M139,2023,11,184,185,
M140,2023,11,166,,
M141,2023,11,179,189,
M142,2023,11,167,171,
M143,2023,11,177,193,
M144,2023,11,161,171,
M145,2023,11,177,178,
M146,2023,11,171,181,
M147,2023,11,163,154,
M148,2023,11,179,201,
M149,2023,11,180,199,
M150,2023,11,177,181,
M151,2023,11,174,173,
M152,2023,11,172,191,
M153,2023,11,175,164,
M154,2023,11,178,182,
M155,2023,11,166,152,
M156,2023,11,186,209,
M157,2023,11,171,164,
M158,2023,11,163,157,
M159,2023,11,174,196,
M160,2023,11,159,178,
M161,2023,11,157,174,
M162,2023,11,174,195,
M163,2023,11,166,176,
M164,2023,11,172,181,
M165,2023,11,176,192,
M166,2023,11,166,163,
M167,2023,11,187,210,
M168,2023,11,158,160,
M169,2023,11,175,181,
M170,2023,11,171,,
M172,2023,11,161,161,
M173,2023,11,179,197,
M174,2023,11,160,176,
M175,2023,11,173,168,
M176,2023,11,182,,
M177,2023,11,181,188,
M178,2023,11,163,166,
M179,2023,11,175,178,
M180,2023,11,168,152,
M181,2023,11,187,171,
M182,2023,11,170,164,
M183,2023,11,182,,引継ぎ作業
M184,2023,11,167,173,
M185,2023,11,176,183,
M186,2023,11,178,,引継ぎ作業
M187,2023,11,,170,
M188,2023,11,170,154,障害対応
M189,2023,11,178,178,
M190,2023,11,162,173,
M191,2023,11,169,186,コードレビュー
M192,2023,11,179,164,
M193,2023,11,184,168,
M194,2023,11,165,150,
M195,2023,11,157,153,
M196,2023,11,,170,
M197,2023,11,,175,テスト作業
M198,2023,11,175,187,
M199,2023,11,166,159,
M200,2023,11,175,182,
M001,2023,12,162,164,
M002,2023,12,168,186,
M003,2023,12,186,181,
M004,2023,12,170,191,
M005,2023,12,176,190,
M006,2023,12,193,176,引継ぎ作業
M007,2023,12,184,196,
M008,2023,12,175,159,
M009,2023,12,176,164,
M010,2023,12,169,160,
M011,2023,12,175,189,
M012,2023,12,183,166,
M013,2023,12,173,158,
M014,2023,12,185,201,
M015,2023,12,175,194,
M016,2023,12,197,199,
M017,2023,12,191,199,勉強会・研修
M018,2023,12,193,220,
M019,2023,12,185,190,プロジェクトA対応
M020,2023,12,196,187,
M021,2023,12,189,182,
M022,2023,12,175,178,
M023,2023,12,166,176,
M024,2023,12,185,184,
M025,2023,12,177,170,
M026,2023,12,180,203,
M027,2023,12,187,206,
M028,2023,12,177,171,
M029,2023,12,194,208,テスト作業
M030,2023,12,180,201,
M031,2023,12,183,206,
M032,2023,12,178,176,
M033,2023,12,189,204,
M034,2023,12,174,192,
M036,2023,12,168,190,プロジェクトB対応
M037,2023,12,168,190,
M038,2023,12,165,182,
M039,2023,12,169,191,
M040,2023,12,186,180,
M041,2023,12,190,182,
M042,2023,12,178,196,
M043,2023,12,181,195,
M044,2023,12,167,184,引継ぎ作業
M045,2023,12,193,174,
M046,2023,12,182,184,
M047,2023,12,183,173,
M048,2023,12,189,211,
M049,2023,12,189,198,引継ぎ作業
M050,2023,12,168,174,
M051,2023,12,196,222,
M052,2023,12,173,156,引継ぎ作業
M053,2023,12,197,,要件定義作業
M054,2023,12,171,165,勉強会・研修
M055,2023,12,177,168,
M056,2023,12,184,,
M057,2023,12,192,178,
M058,2023,12,186,178,
M059,2023,12,183,182,
M060,2023,12,166,169,
M061,2023,12,175,172,
M062,2023,12,164,160,
M063,2023,12,180,165,
M064,2023,12,193,,
M065,2023,12,163,147,
M067,2023,12,177,189,
M068,2023,12,176,192,
M069,2023,12,172,170,
M070,2023,12,193,203,
M071,2023,12,169,177,
M072,2023,12,,177,
M073,2023,12,189,195,
M074,2023,12,168,169,
M075,2023,12,170,171,
M076,2023,12,162,172,
M077,2023,12,192,203,
M078,2023,12,165,154,
M079,2023,12,173,171,
M080,2023,12,164,162,コードレビュー
M081,2023,12,163,165,
M082,2023,12,197,208,
M083,2023,12,171,175,
M084,2023,12,163,177,
M085,2023,12,164,149,
M086,2023,12,184,181,
M087,2023,12,176,199,
M088,2023,12,165,169,
M089,2023,12,181,178,リリース対応
M090,2023,12,171,161,
M091,2023,12,180,186,
M092,2023,12,195,216,
M093,2023,12,170,172,
M094,2023,12,191,184,
M095,2023,12,164,177,
M096,2023,12,162,173,
M097,2023,12,189,171,
M098,2023,12,175,178,
M100,2023,12,196,,
M101,2023,12,174,186,
M102,2023,12,165,149,
M103,2023,12,191,176,
M104,2023,12,185,185,
M105,2023,12,169,188,
M106,2023,12,197,201,
M107,2023,12,197,208,
M108,2023,12,183,189,
M109,2023,12,172,161,
M110,2023,12,163,153,
M111,2023,12,164,166,
M112,2023,12,187,210,
M113,2023,12,183,208,
M114,2023,12,193,203,
M115,2023,12,182,167,
M116,2023,12,184,,
M117,2023,12,184,181,
M118,2023,12,196,203,
M119,2023,12,184,196,
M120,2023,12,182,170,
M121,2023,12,173,195,
M122,2023,12,191,182,
M123,2023,12,195,185,
M124,2023,12,181,202,
M125,2023,12,166,174,
M126,2023,12,190,211,
M127,2023,12,175,192,
M128,2023,12,178,176,
M129,2023,12,194,212,
M130,2023,12,,187,
M131,2023,12,191,191,
M133,2023,12,172,156,テスト作業
M134,2023,12,172,175,ドキュメント作成
M135,2023,12,165,180,
M136,2023,12,183,193,
M137,2023,12,169,166,
M138,2023,12,165,161,
M139,2023,12,188,182,
M140,2023,12,163,157,
M141,2023,12,191,180,
M142,2023,12,168,186,
M143,2023,12,,205,
M144,2023,12,196,178,
M145,2023,12,169,176,プロジェクトB対応
M146,2023,12,182,185,
M147,2023,12,169,173,
M148,2023,12,184,197,
M149,2023,12,182,178,
M150,2023,12,169,183,
M151,2023,12,166,,
M152,2023,12,171,189,
M153,2023,12,193,195,
M154,2023,12,176,170,
M155,2023,12,176,167,
M156,2023,12,173,189,
M157,2023,12,176,166,
M158,2023,12,162,168,
M159,2023,12,190,205,
M160,2023,12,179,178,
M161,2023,12,188,188,要件定義作業
M162,2023,12,190,211,
M163,2023,12,176,168,
M164,2023,12,190,171,
M165,2023,12,175,178,
M166,2023,12,190,173,
M167,2023,12,195,207,
M168,2023,12,,156,
M169,2023,12,190,176,
M170,2023,12,163,173,
M172,2023,12,189,171,
M173,2023,12,174,192,
M174,2023,12,,161,
M175,2023,12,173,186,
M176,2023,12,189,182,
M177,2023,12,183,206,
M178,2023,12,162,174,
M179,2023,12,192,218,テスト作業
M180,2023,12,172,185,
M181,2023,12,196,177,
M182,2023,12,187,188,
M183,2023,12,178,197,
M184,2023,12,169,168,勉強会・研修
M185,2023,12,181,193,
M186,2023,12,173,183,
M187,2023,12,197,224,
M188,2023,12,165,155,
M189,2023,12,183,207,
M190,2023,12,165,176,
M191,2023,12,164,182,
M192,2023,12,194,220,
M193,2023,12,180,173,
M194,2023,12,175,161,
M195,2023,12,184,197,基本設計
M196,2023,12,185,185,
M197,2023,12,163,181,
M198,2023,12,175,171,
M199,2023,12,179,180,
M200,2023,12,195,183,勉強会・研修
M001,2024,1,171,162,
M002,2024,1,188,204,
M003,2024,1,171,193,
M004,2024,1,,214,
M005,2024,1,194,187,
M006,2024,1,169,161,
M007,2024,1,174,197,
M008,2024,1,169,176,
M009,2024,1,172,156,
M010,2024,1,165,179,
M011,2024,1,168,177,
M012,2024,1,173,165,
M013,2024,1,177,187,
M014,2024,1,190,210,
M015,2024,1,175,164,
M016,2024,1,171,187,
M017,2024,1,197,201,
M018,2024,1,186,168,
M019,2024,1,179,199,
M020,2024,1,163,158,
M021,2024,1,181,173,
M022,2024,1,178,189,
M023,2024,1,177,194,
M024,2024,1,191,179,勉強会・研修
M025,2024,1,170,153,
M026,2024,1,196,215,
M027,2024,1,183,171,テスト作業
M028,2024,1,164,160,
M029,2024,1,191,179,
M030,2024,1,177,176,
M031,2024,1,181,185,
M032,2024,1,,205,
M033,2024,1,183,206,
M034,2024,1,173,175,
M036,2024,1,163,185,
M037,2024,1,195,190,
M038,2024,1,,156,
M039,2024,1,169,163,
M040,2024,1,170,161,障害対応
M041,2024,1,183,205,
M042,2024,1,192,199,ドキュメント作成
M043,2024,1,184,186,
M044,2024,1,195,203,
M045,2024,1,170,187,
M046,2024,1,166,178,
M047,2024,1,191,217,
M048,2024,1,178,184,
M049,2024,1,187,180,
M050,2024,1,187,207,
M051,2024,1,188,181,
M052,2024,1,171,164,
M053,2024,1,163,165,
M054,2024,1,173,191,
M055,2024,1,185,201,
M056,2024,1,169,172,
M057,2024,1,162,159,
M058,2024,1,185,206,
M059,2024,1,162,158,
M060,2024,1,185,185,
M061,2024,1,180,172,
M062,2024,1,195,180,
M063,2024,1,191,175,
M064,2024,1,172,194,
M065,2024,1,169,166,
M067,2024,1,180,186,
M068,2024,1,174,177,
M069,2024,1,193,181,
M070,2024,1,179,,
M071,2024,1,193,181,
M072,2024,1,165,171,
M073,2024,1,174,174,
M074,2024,1,181,190,
M075,2024,1,193,191,
M076,2024,1,162,163,
M077,2024,1,191,204,
M078,2024,1,188,181,
M079,2024,1,182,206,
M080,2024,1,180,201,
M081,2024,1,181,174,プロジェクトB対応
M082,2024,1,178,172,
M083,2024,1,190,193,
M084,2024,1,165,154,
M085,2024,1,185,209,
M086,2024,1,163,157,
M087,2024,1,194,215,
M088,2024,1,187,175,
M089,2024,1,185,191,
M090,2024,1,183,165,
M091,2024,1,172,179,
M092,2024,1,189,186,
M093,2024,1,175,173,
M094,2024,1,180,197,
M095,2024,1,189,211,
M096,2024,1,172,177,
M097,2024,1,163,,
M098,2024,1,177,183,
M100,2024,1,191,178,
M101,2024,1,170,190,顧客打合せ
M102,2024,1,173,171,
M103,2024,1,163,152,
M104,2024,1,192,195,
M105,2024,1,188,173,
M106,2024,1,189,192,
M107,2024,1,169,182,
M108,2024,1,190,190,
M109,2024,1,166,184,
M110,2024,1,175,178,
M111,2024,1,178,168,
M112,2024,1,179,180,
M113,2024,1,181,194,プロジェクトA対応
M114,2024,1,196,181,
M115,2024,1,188,196,
M116,2024,1,162,179,
M117,2024,1,178,194,
M118,2024,1,166,,
M119,2024,1,182,178,
M120,2024,1,,190,
M121,2024,1,189,211,リリース対応
M122,2024,1,188,182,
M123,2024,1,193,182,
M124,2024,1,170,179,
M125,2024,1,167,189,社内会議
M126,2024,1,178,,
M127,2024,1,171,158,
M128,2024,1,174,172,
M129,2024,1,166,,
M130,2024,1,186,187,
M131,2024,1,197,192,
M133,2024,1,191,179,
M134,2024,1,187,178,
M135,2024,1,174,195,
M136,2024,1,181,189,
M137,2024,1,166,170,
M138,2024,1,192,210,
M139,2024,1,172,196,
M140,2024,1,188,,
M141,2024,1,170,180,
M142,2024,1,,179,
M143,2024,1,166,173,
M144,2024,1,164,176,
M145,2024,1,191,194,
M146,2024,1,197,218,
M147,2024,1,189,194,
M148,2024,1,180,177,
M149,2024,1,192,207,
M150,2024,1,176,189,
M151,2024,1,187,201,
M152,2024,1,176,184,
M153,2024,1,195,201,プロジェクトB対応
M154,2024,1,164,184,
M155,2024,1,188,211,
M156,2024,1,168,170,
M157,2024,1,164,163,
M158,2024,1,190,182,
M159,2024,1,171,190,
M160,2024,1,164,171,
M161,2024,1,182,173,
M162,2024,1,185,195,
M163,2024,1,167,169,
M164,2024,1,166,180,詳細設計
M165,2024,1,191,183,
M166,2024,1,188,175,
M167,2024,1,164,162,
M168,2024,1,191,193,
M169,2024,1,181,172,
M170,2024,1,189,172,
M172,2024,1,174,192,
M173,2024,1,171,191,
M174,2024,1,179,196,
M175,2024,1,164,179,
M176,2024,1,,177,
M177,2024,1,190,194,
M178,2024,1,174,164,顧客打合せ
M179,2024,1,177,162,
M180,2024,1,170,174,
M181,2024,1,196,187,
M182,2024,1,175,176,
M183,2024,1,171,179,
M184,2024,1,173,158,プロジェクトB対応
M185,2024,1,167,167,
M186,2024,1,165,187,
M187,2024,1,195,187,基本設計
M188,2024,1,170,,
M189,2024,1,,180,
M190,2024,1,168,157,
M191,2024,1,180,198,
M192,2024,1,,193,
M193,2024,1,195,197,
M194,2024,1,185,179,
M195,2024,1,195,216,
M196,2024,1,164,158,
M197,2024,1,175,172,
M198,2024,1,173,196,
M199,2024,1,194,181,ドキュメント作成
M200,2024,1,183,172,ドキュメント作成
M001,2024,2,158,162,
M002,2024,2,144,160,
M003,2024,2,155,149,
M004,2024,2,151,163,
M005,2024,2,134,145,社内会議
M006,2024,2,140,157,コードレビュー
M007,2024,2,158,159,
M008,2024,2,156,169,
M009,2024,2,143,136,
M010,2024,2,156,143,
M011,2024,2,152,158,
M012,2024,2,157,174,詳細設計
M013,2024,2,152,158,
M014,2024,2,149,137,
M015,2024,2,142,135,
M016,2024,2,155,158,
M017,2024,2,142,158,開発作業
M018,2024,2,135,146,テスト作業
M019,2024,2,134,121,
M020,2024,2,153,154,
M021,2024,2,142,135,
M022,2024,2,150,166,
M023,2024,2,138,136,
M024,2024,2,134,147,
M025,2024,2,151,155,
M026,2024,2,159,146,
M027,2024,2,145,165,
M028,2024,2,143,156,
M029,2024,2,155,152,
M030,2024,2,141,157,
M031,2024,2,154,164,
M032,2024,2,,,
M033,2024,2,151,136,
M034,2024,2,156,164,
M036,2024,2,137,126,
M037,2024,2,154,162,
M038,2024,2,134,132,
M039,2024,2,155,169,
M040,2024,2,159,,
M041,2024,2,151,,
M042,2024,2,143,150,
M043,2024,2,157,152,
M044,2024,2,149,152,
M045,2024,2,148,138,
M046,2024,2,158,150,
M047,2024,2,154,173,
M048,2024,2,143,160,
M049,2024,2,138,140,
M050,2024,2,148,157,プロジェクトA対応
M051,2024,2,144,149,
M052,2024,2,148,161,
M053,2024,2,144,161,
M054,2024,2,155,152,
M055,2024,2,134,138,
M056,2024,2,155,154,
M057,2024,2,134,126,
M058,2024,2,161,147,引継ぎ作業
M059,2024,2,145,164,
M060,2024,2,158,156,
M061,2024,2,148,156,
M062,2024,2,155,175,
M063,2024,2,146,159,
M064,2024,2,158,162,
M065,2024,2,144,160,
M067,2024,2,152,164,
M068,2024,2,141,136,
M069,2024,2,152,,
M070,2024,2,139,141,
M071,2024,2,146,164,
M072,2024,2,152,165,ドキュメント作成
M073,2024,2,145,147,
M074,2024,2,136,155,
M075,2024,2,151,162,
M076,2024,2,155,176,
M077,2024,2,148,162,
M078,2024,2,137,143,
M079,2024,2,143,141,
M080,2024,2,149,168,
M081,2024,2,147,135,
M082,2024,2,144,141,
M083,2024,2,155,141,
M084,2024,2,139,158,
M085,2024,2,152,146,
M086,2024,2,136,141,
M087,2024,2,140,158,プロジェクトA対応
M088,2024,2,135,133,
M089,2024,2,134,136,
M090,2024,2,138,133,
M091,2024,2,151,160,プロジェクトA対応
M092,2024,2,158,167,
M093,2024,2,159,172,
M094,2024,2,148,166,
M095,2024,2,141,159,
M096,2024,2,133,137,
M097,2024,2,157,172,
M098,2024,2,151,136,
M100,2024,2,147,142,
M101,2024,2,146,158,
M102,2024,2,133,142,
M103,2024,2,133,146,
M104,2024,2,147,141,
M105,2024,2,139,128,
M106,2024,2,142,140,
M107,2024,2,141,151,
M108,2024,2,,161,
M109,2024,2,144,154,
M110,2024,2,134,133,
M111,2024,2,137,128,
M112,2024,2,159,168,
M113,2024,2,159,150,
M114,2024,2,134,,
M115,2024,2,143,146,
M116,2024,2,139,146,プロジェクトB対応
M117,2024,2,151,142,
M118,2024,2,155,144,
M119,2024,2,138,154,
M120,2024,2,139,153,
M121,2024,2,154,169,
M122,2024,2,156,154,
M123,2024,2,159,149,
M124,2024,2,161,172,
M125,2024,2,138,135,
M126,2024,2,157,169,
M127,2024,2,134,142,
M128,2024,2,134,137,
M129,2024,2,142,,
M130,2024,2,155,173,
M131,2024,2,134,132,
M133,2024,2,,165,
M134,2024,2,134,122,
M135,2024,2,148,137,
M136,2024,2,160,179,
M137,2024,2,,148,
M138,2024,2,161,151,
M139,2024,2,156,174,
M140,2024,2,144,160,要件定義作業
M141,2024,2,145,162,
M142,2024,2,145,135,
M143,2024,2,140,128,
M144,2024,2,151,148,
M145,2024,2,133,,
M146,2024,2,134,121,
M147,2024,2,136,155,
M148,2024,2,148,150,
M149,2024,2,140,127,
M150,2024,2,159,162,
M151,2024,2,145,153,
M152,2024,2,136,128,
M153,2024,2,158,144,
M154,2024,2,148,157,
M155,2024,2,153,141,
M156,2024,2,155,169,
M157,2024,2,,154,
M158,2024,2,148,134,
M159,2024,2,154,172,
M160,2024,2,133,141,
M161,2024,2,159,162,
M162,2024,2,137,139,
M163,2024,2,150,145,
M164,2024,2,153,174,
M165,2024,2,148,150,
M166,2024,2,148,156,
M167,2024,2,136,123,
M168,2024,2,134,151,
M169,2024,2,156,165,
M170,2024,2,,166,テスト作業
M172,2024,2,145,139,
M173,2024,2,159,178,
M174,2024,2,156,176,
M175,2024,2,143,140,
M176,2024,2,160,158,顧客打合せ
M177,2024,2,143,152,
M178,2024,2,143,129,
M179,2024,2,161,182,
M180,2024,2,138,157,
M181,2024,2,143,147,
M182,2024,2,153,139,
M183,2024,2,,156,
M184,2024,2,157,148,
M185,2024,2,134,127,
M186,2024,2,144,133,
M187,2024,2,157,145,
M188,2024,2,149,148,
M189,2024,2,139,134,
M190,2024,2,135,142,
M191,2024,2,,145,
M192,2024,2,152,143,
M193,2024,2,161,147,顧客打合せ
M194,2024,2,137,130,
M195,2024,2,137,135,
M196,2024,2,147,146,
M197,2024,2,141,134,
M198,2024,2,138,147,
M199,2024,2,160,176,
M200,2024,2,154,164,
M001,2024,3,167,176,
M002,2024,3,175,174,
M003,2024,3,192,181,
M004,2024,3,166,164,
M005,2024,3,196,198,リリース対応
M006,2024,3,189,186,
M007,2024,3,192,206,
M008,2024,3,186,211,
M009,2024,3,186,170,
M010,2024,3,168,178,
M011,2024,3,176,197,
M012,2024,3,171,158,
M013,2024,3,190,183,
M014,2024,3,192,196,
M015,2024,3,193,181,
M016,2024,3,171,191,
M017,2024,3,170,178,
M018,2024,3,167,180,
M019,2024,3,190,197,
M020,2024,3,174,188,
M021,2024,3,169,187,
M022,2024,3,181,196,
M023,2024,3,175,170,
M024,2024,3,165,176,
M025,2024,3,166,182,
M026,2024,3,176,163,
M027,2024,3,178,179,
M028,2024,3,171,173,
M029,2024,3,177,180,
M030,2024,3,184,190,
M031,2024,3,166,175,
M032,2024,3,,178,
M033,2024,3,196,184,
M034,2024,3,165,159,
M036,2024,3,187,197,プロジェクトA対応
M037,2024,3,182,174,
M038,2024,3,172,182,
M039,2024,3,194,,
M040,2024,3,172,190,
M041,2024,3,183,179,
M042,2024,3,180,180,
M043,2024,3,181,174,
M044,2024,3,183,190,
M045,2024,3,178,174,
M046,2024,3,178,165,
M047,2024,3,169,180,
M048,2024,3,187,182,
M049,2024,3,170,182,
M050,2024,3,171,186,
M051,2024,3,193,198,
M052,2024,3,191,187,
M053,2024,3,168,173,
M054,2024,3,183,185,
M055,2024,3,178,162,
M056,2024,3,177,190,
M057,2024,3,175,180,
M058,2024,3,187,197,
M059,2024,3,168,186,
M060,2024,3,,210,
M061,2024,3,184,173,
M062,2024,3,176,163,
M063,2024,3,196,203,
M064,2024,3,165,173,
M065,2024,3,173,182,
M067,2024,3,163,163,
M068,2024,3,180,184,プロジェクトB対応
M069,2024,3,181,186,
M070,2024,3,170,181,
M071,2024,3,191,189,
M072,2024,3,191,175,
M073,2024,3,186,205,
M074,2024,3,197,190,基本設計
M075,2024,3,191,204,
M076,2024,3,191,216,勉強会・研修
M077,2024,3,170,177,
M078,2024,3,193,180,
M079,2024,3,,195,
M080,2024,3,174,179,
M081,2024,3,168,176,
M082,2024,3,175,175,
M083,2024,3,172,171,
M084,2024,3,189,205,
M085,2024,3,183,185,
M086,2024,3,164,181,
M087,2024,3,186,204,
M088,2024,3,162,158,
M089,2024,3,195,180,社内会議
M090,2024,3,195,202,
M091,2024,3,184,205,
M092,2024,3,167,161,
M093,2024,3,168,184,
M094,2024,3,192,218,
M095,2024,3,189,180,
M096,2024,3,162,165,
M097,2024,3,,171,
M098,2024,3,181,196,
M100,2024,3,191,199,顧客打合せ
M101,2024,3,196,186,
M102,2024,3,192,195,
M103,2024,3,174,186,
M104,2024,3,197,204,
M105,2024,3,176,178,
M106,2024,3,177,162,
M107,2024,3,163,164,
M108,2024,3,179,203,
M109,2024,3,185,174,
M110,2024,3,175,166,
M111,2024,3,,177,引継ぎ作業
M112,2024,3,183,199,
M113,2024,3,182,181,
M114,2024,3,188,211,
M115,2024,3,180,197,
M116,2024,3,177,193,
M117,2024,3,184,177,
M118,2024,3,189,185,
M119,2024,3,183,184,
M120,2024,3,167,174,ドキュメント作成
M121,2024,3,190,215,
M122,2024,3,181,165,
M123,2024,3,174,172,社内会議
M124,2024,3,196,204,
M125,2024,3,189,199,
M126,2024,3,173,187,
M127,2024,3,174,182,
M128,2024,3,184,203,
M129,2024,3,178,201,
M130,2024,3,187,203,
M131,2024,3,179,185,
M133,2024,3,195,193,
M134,2024,3,174,197,コードレビュー
M135,2024,3,178,173,
M136,2024,3,183,168,
M137,2024,3,188,177,
M138,2024,3,163,149,
M139,2024,3,188,212,
M140,2024,3,181,182,
M141,2024,3,196,185,
M142,2024,3,176,173,
M143,2024,3,187,209,
M144,2024,3,163,165,
M145,2024,3,162,,基本設計
M146,2024,3,184,172,
M147,2024,3,,194,
M148,2024,3,187,190,
M149,2024,3,178,167,
M150,2024,3,195,201,ドキュメント作成
M151,2024,3,188,199,
M152,2024,3,194,213,
M153,2024,3,170,193,
M154,2024,3,185,174,
M155,2024,3,184,176,
M156,2024,3,172,191,
M157,2024,3,191,210,
M158,2024,3,172,159,
M159,2024,3,197,196,
M160,2024,3,195,214,
M161,2024,3,173,184,
M162,2024,3,170,157,
M163,2024,3,196,192,
M164,2024,3,179,181,
M165,2024,3,183,176,
M166,2024,3,164,163,社内会議
M167,2024,3,190,184,
M168,2024,3,173,189,勉強会・研修
M169,2024,3,192,192,基本設計
M170,2024,3,194,,
M172,2024,3,190,193,
M173,2024,3,167,190,
M174,2024,3,162,160,
M175,2024,3,195,203,
M176,2024,3,186,197,
M177,2024,3,181,170,
M178,2024,3,192,197,詳細設計
M179,2024,3,184,185,
M180,2024,3,175,178,
M181,2024,3,168,167,
M182,2024,3,168,168,
M183,2024,3,177,198,
M184,2024,3,197,205,
M185,2024,3,183,170,
M186,2024,3,193,191,
M187,2024,3,177,164,
M188,2024,3,178,200,
M189,2024,3,171,156,
M190,2024,3,193,193,
M191,2024,3,169,191,
M192,2024,3,188,212,
M193,2024,3,168,185,
M194,2024,3,191,212,
M195,2024,3,171,165,
M196,2024,3,174,196,
M197,2024,3,194,218,
M198,2024,3,172,159,
M199,2024,3,192,207,
M200,2024,3,176,165,
M001,2024,4,179,165,
M002,2024,4,184,,
M003,2024,4,169,155,
M004,2024,4,157,159,
M005,2024,4,179,197,
M006,2024,4,184,174,
M007,2024,4,164,169,
M008,2024,4,171,184,リリース対応
M009,2024,4,188,181,社内会議
M010,2024,4,182,185,
M011,2024,4,178,198,
M012,2024,4,162,166,
M013,2024,4,186,210,
M014,2024,4,180,197,
M015,2024,4,175,186,プロジェクトA対応
M016,2024,4,174,173,
M017,2024,4,166,175,
M018,2024,4,187,189,
M019,2024,4,176,185,
M020,2024,4,183,186,
M021,2024,4,166,186,
M022,2024,4,187,200,開発作業
M023,2024,4,175,162,
M024,2024,4,185,168,
M025,2024,4,178,182,
M026,2024,4,164,164,
M027,2024,4,169,173,
M028,2024,4,167,159,
M029,2024,4,187,179,
M030,2024,4,161,153,
M031,2024,4,178,180,
M032,2024,4,179,164,
M033,2024,4,173,189,
M034,2024,4,,180,
M036,2024,4,167,181,
M037,2024,4,183,,
M038,2024,4,155,170,
M039,2024,4,160,168,
M040,2024,4,165,157,
M041,2024,4,186,175,
M042,2024,4,188,186,
M043,2024,4,166,156,
M044,2024,4,175,158,
M045,2024,4,173,165,
M046,2024,4,158,167,
M047,2024,4,178,161,
M048,2024,4,188,176,
M049,2024,4,177,194,コードレビュー
M050,2024,4,157,150,
M051,2024,4,172,178,要件定義作業
M052,2024,4,175,161,
M053,2024,4,183,197,基本設計
M054,2024,4,181,165,
M055,2024,4,183,174,
M056,2024,4,,187,
M057,2024,4,163,159,
M058,2024,4,169,158,
M059,2024,4,162,175,
M060,2024,4,182,,
M061,2024,4,179,171,
M062,2024,4,183,203,
M063,2024,4,163,161,
M064,2024,4,187,210,
M065,2024,4,184,192,
M067,2024,4,175,193,
M068,2024,4,170,157,
M069,2024,4,163,168,
M070,2024,4,164,152,
M071,2024,4,187,189,勉強会・研修
M072,2024,4,164,164,
M073,2024,4,168,153,
M074,2024,4,158,163,
M075,2024,4,186,191,
M076,2024,4,186,211,
M077,2024,4,159,164,
M078,2024,4,165,162,
M079,2024,4,165,167,
M080,2024,4,182,168,
M081,2024,4,158,152,
M082,2024,4,184,201,
M083,2024,4,185,186,
M084,2024,4,186,198,
M085,2024,4,169,177,
M086,2024,4,185,192,
M087,2024,4,183,168,
M088,2024,4,169,160,
M089,2024,4,159,156,
M090,2024,4,178,178,
M091,2024,4,171,189,
M092,2024,4,167,160,コードレビュー
M093,2024,4,174,171,
M094,2024,4,158,166,
M095,2024,4,175,189,
M096,2024,4,175,198,
M097,2024,4,183,197,
M098,2024,4,183,190,詳細設計
M100,2024,4,165,150,
M101,2024,4,187,181,
M102,2024,4,165,170,
M103,2024,4,175,193,詳細設計
M104,2024,4,160,173,
M105,2024,4,168,158,
M106,2024,4,162,174,
M107,2024,4,168,189,
M108,2024,4,180,170,
M109,2024,4,182,194,
M110,2024,4,172,175,
M111,2024,4,182,,
M112,2024,4,188,192,
M113,2024,4,169,169,
M114,2024,4,155,172,
M115,2024,4,170,172,プロジェクトA対応
M116,2024,4,169,180,
M117,2024,4,186,191,
M118,2024,4,168,,
M119,2024,4,167,184,
M120,2024,4,175,171,
M121,2024,4,172,172,
M122,2024,4,162,170,
M123,2024,4,161,155,
M124,2024,4,187,197,
M125,2024,4,162,175,
M126,2024,4,187,175,
M127,2024,4,180,168,
M128,2024,4,166,150,
M129,2024,4,161,152,
M130,2024,4,188,183,
M131,2024,4,181,206,
M133,2024,4,169,162,
M134,2024,4,166,159,
M135,2024,4,172,185,
M136,2024,4,168,176,
M137,2024,4,179,182,
M138,2024,4,162,170,
M139,2024,4,183,178,
M140,2024,4,158,176,
M141,2024,4,160,159,
M142,2024,4,177,160,
M143,2024,4,185,169,
M144,2024,4,172,186,
M145,2024,4,180,166,
M146,2024,4,160,169,
M147,2024,4,167,174,
M148,2024,4,175,166,
M149,2024,4,156,151,
M150,2024,4,172,187,
M151,2024,4,180,182,障害対応
M152,2024,4,176,177,
M153,2024,4,156,152,
M154,2024,4,184,173,
M155,2024,4,170,170,引継ぎ作業
M156,2024,4,180,188,
M157,2024,4,174,,
M158,2024,4,160,,
M159,2024,4,173,179,
M160,2024,4,176,166,
M161,2024,4,174,158,
M162,2024,4,160,158,
M163,2024,4,177,194,
M164,2024,4,161,181,要件定義作業
M165,2024,4,157,145,プロジェクトA対応
M166,2024,4,165,149,
M167,2024,4,169,169,
M168,2024,4,182,,
M169,2024,4,,174,
M170,2024,4,183,174,
M172,2024,4,167,168,
M173,2024,4,173,189,
M174,2024,4,179,199,
M175,2024,4,179,199,
M176,2024,4,158,148,要件定義作業
M177,2024,4,186,197,
M178,2024,4,166,169,
M179,2024,4,185,,
M180,2024,4,161,167,
M181,2024,4,162,174,
M182,2024,4,182,171,コードレビュー
